2,,invalshoeken,niveau van ontsluiting,objectnummer,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,,foto-overleg,beelden klaar,staat te ontsluiten beeld op de R-schijf in groot formaat?,naam beeld(en),vervaardiger,toestemming auteursrecht,Attributie,publicatie op cogent (via europeana),publicatie op erfgoedinzicht,opmerkingen,collectiepresentatie?
Sam,,meubels,enkelvoudig object,0470,publiek,ok,GE - ok,,ok,ok,ok,0470,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0471,publiek,ok,GE - ok,,ok,ok,ok,0471,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0472,publiek,ok,GE - ok,,ok,ok,ok,0472,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0473,publiek,ok,GE - ok,,ok,ok,ok,0473,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0474,publiek,ok,GE - ok,,ok,ok,ok,0474,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0475,publiek,ok,GE - ok,,ok,ok,ok,0475,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0476,publiek,ok,GE - ok,,ok,ok,ok,0476,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0477,publiek,ok,GE - ok,,ok,ok,ok,0477,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0478,publiek,ok,GE - ok,,ok,ok,ok,0478,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0479,publiek,ok,GE - ok,,draaien > ok,ok,te klein?,0479,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0480,publiek,ok,GE - ok,,ok,ok,ok,0480,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0481,publiek,ok,GE - ok,,ok,ok,ok,0481,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0482,publiek,ok,GE - ok,,ok,ok,ok,0482,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0483,publiek,ok,GE - ok,,ok,ok,ok,0483,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0484,publiek,ok,GE - ok,,ok,ok,ok,0484,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0485,publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,ok,0485$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0486,niet-publiek,ok,GE - ok,,ok,ok,ok,0486,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0487,publiek,ok,GE - ok,,ok,ok,ok,0487,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0488,publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,ok,0488$2,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0489,publiek,ok,GE - ok,,ok,ok,ok,0489,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0490,publiek,ok,GE - ok,,ok,ok,ok,0490,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0491,publiek,ok,GE - ok,,ok,ok,ok,0491,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0492,niet-publiek,ok,GE - ok,,ok,ok,ok,0492$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0493,publiek,ok,GE - ok,,ok,ok,ok,0493,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0494,publiek,ok,GE - ok,,ok,ok,ok,0494,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0495,publiek,ok,GE - ok,,ok,ok,ok,0495,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0496,publiek,ok,GE - ok,,ok,ok,ok,0496,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0497,publiek,ok,GE - ok,,ok,ok,ok,0497,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0498,publiek,ok,GE - ok,,ok,ok,ok,0498,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0499,publiek,ok,GE - ok,,ok,ok,ok,0499,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0500,publiek,ok,GE - ok,,ok,ok,te klein?,0500,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0502,publiek,ok,GE - ok,,ok,ok,,0502$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0503,publiek,ok,GE - ok,,ok,ok,,0503$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0504,publiek,ok,GE - ok,,ok,ok,,0504,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0505,publiek,ok,GE - ok,,ok,ok,,0505,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0506,publiek,ok,GE - ok,,ok,ok,,0506,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0507,publiek,ok,GE - ok,,ok,ok,,0507,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0509,publiek,ok,GE - ok,,ok,ok,,0509,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0510,publiek,ok,GE - ok,,ok,ok,,0510,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0513,publiek,ok,GE - ok,,ok,ok,,0513,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0514,publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,,0514$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0515,publiek,ok,GE - ok,,ok,ok,,0515,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0516,publiek,ok,GE - ok,,ok,ok,,0516,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0517,publiek,ok,GE - ok,,draaien,ok,te klein?,0517,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0518,publiek,ok,GE - ok,,ok,ok,,0518,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0519,publiek,ok,GE - ok,,horizontaal draaien,ok,te klein?,0519,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0520,publiek,ok,GE - ok,,ok,ok,,0520,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0522,publiek,ok,GE - ok,,ok,ok,,0522,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0523,publiek,ok,GE - ok,,ok,ok,,0523,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,0524,niet-publiek,ok,GE - ok,,draaien,ok,,0524$2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0525,publiek,ok,GE - ok,,ok,ok,,0525,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0526,niet-publiek,ok,GE - ok,,ok,ok,,0526,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0527,publiek,ok,GE - ok,,ok,ok,,0527,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,0528,niet-publiek,ok,GE - ok,,nieuwe foto (uit bulk halen);ok,ok,,0528$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0529,publiek,ok,GE - ok,,ok,ok,,0529,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0530,publiek,ok,GE - ok,,ok,ok,,0530,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0531,publiek,ok,GE - ok,,ok,ok,,0531,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0532,publiek,ok,GE - ok,,ok,ok,,0532,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0534,publiek,ok,GE - ok,,ok,ok,,0534,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0536,publiek,ok,GE - ok,,ok,ok,,0536,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0538,publiek,ok,GE - ok,,ok,ok,,0538,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0540,publiek,ok,GE - ok,,ok,ok,,0540,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0541,publiek,ok,GE - ok,,ok,ok,,0541,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0544,publiek,ok,GE - ok,,ok,ok,,0544,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0545,publiek,ok,GE - ok,,ok,ok,,0545,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0546,publiek,ok,GE - ok,,ok,ok,,0546,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0547,publiek,ok,GE - ok,,draaien,ok,,0547$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0548,publiek,ok,GE - ok,,draaien,ok,,0548,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0549,publiek,ok,GE - ok,,ok,ok,,0549,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0550,publiek,ok,GE - ok,,ok,ok,,0550,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0551,publiek,ok,GE - ok,,ok,ok,,0551,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0552,publiek,ok,GE - ok,,ok,ok,,0552,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0553,niet-publiek,ok,GE - ok,,ok,ok,,0553,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0554,publiek,ok,GE - ok,,ok,ok,,0554,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0555,publiek,ok,GE - ok,,foto draaien,ok,,0555,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0556,publiek,ok,GE - ok,,ok,ok,,0556,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0559,publiek,ok,GE - ok,,ok,ok,,0559,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0560,publiek,ok,GE - ok,,ok,ok,,0560$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0561,publiek,ok,GE - ok,,ok,ok,,0561$1;0561$2;0561$3;0561$4,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0562,publiek,ok,GE - ok,,ok,ok,,0562,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0563,publiek,ok,GE - ok,,ok,ok,,0563,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0564,publiek,ok,GE - ok,,ok,ok,,0564,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0567,publiek,ok,GE - ok,,draaien,ok,,0567,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0571,publiek,ok,GE - ok,,ok,ok,,0571,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0575,niet-publiek,ok,GE - ok,,ok,ok,,0575,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0576,publiek,ok,GE - ok,,ok,ok,,0576,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0577,niet-publiek,ok,GE - ok,,ok,ok,,0577,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0578,publiek,ok,GE - ok,,ok,ok,,0578,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0579,publiek,ok,GE - ok,,ok,ok,,0579,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0580,publiek,ok,GE - ok,,ok,ok,,0580,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0583,publiek,ok,GE - ok,,ok,ok,,0583,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0586,publiek,ok,GE - ok,,ok,ok,te klein?,0586,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,enkelvoudig object,0587,niet-publiek,ok,GE - ok,,ok,ok,te klein?,0587,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0588,publiek,ok,GE - ok,,ok,ok,,0588,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0589,publiek,ok,GE - ok,,ok,ok,,0589,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0590,publiek,ok,GE - ok,,nieuwe foto; ok,ok,,0590$1,,,,ok 2023-07-07,ok 2023-07-07,,
Sam,,meubels,set,0762_0-2,publiek,ok,GE - ok,,ok,ok,,0762_0-2,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0762_1-2,niet-publiek,ok,GE - ok,,ok,ok,,0762_1-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,0762_2-2,niet-publiek,ok,GE - ok,,ok,ok,,0762_2-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,set,0889_0-3,publiek,ok,GE - ok,,ok,ok,,0889_0-3,,,,ok 2023-07-07,ok 2023-07-07,,JA
Sam,,meubels,enkelvoudig object,0889_1-3,niet-publiek,ok,GE - ok,,ok,ok,,0889_1-3,,,,ok 2023-07-07,nvt,,JA
Sam,,meubels,enkelvoudig object,0889_2-3,niet-publiek,ok,GE - ok,,ok,ok,,0889_2-3,,,,ok 2023-07-07,nvt,,JA
Sam,,meubels,enkelvoudig object,0889_3-3,niet-publiek,ok,GE - ok,,ok,ok,,0889_3-3,,,,ok 2023-07-07,nvt,,JA
Sam,,meubels,enkelvoudig object,0890,publiek,ok,GE - ok,,ok,ok,,0890,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,0989,publiek,ok,GE - ok,,nieuwe foto na restauratie;ok,nummer,,0989$5,,,,ok 2023-09-01,ok 2023-09-01,,JA
Sam,,meubels,enkelvoudig object,1977-0025,publiek,ok,GE - ok,,ok,ok,,1977-0025,,,,ok 2023-07-07,ok 2023-07-07,,
Sam,,meubels,enkelvoudig object,1987-1141,publiek,ok,GE - ok,,ok,ok,donkere achtergrond?,1987-1141,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,2017-0044,publiek,wat is dit?,GE/WA - ok,,ok,ok,,2017-0044,,,,,,,
Sam,,meubels,enkelvoudig object,2017-0052,publiek,ok,GE/WA - ok,,ok,ok,,2017-0052,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,bulk,2017-0140_0-6,publiek,ok,GE - ok,,foto > ok,ok,,2017-0140_0-6$1,,,,ok 2024-02-05,ok 2024-02-05,,
Sam,,meubels,bulk,2017-0140_1-6,niet-publiek,ok,GE - ok,,ok,ok,,2017-0140_1-6$1,,,,ok 2024-02-05,nvt,,
Sam,,meubels,bulk,2017-0140_2-6,niet-publiek,ok,GE - ok,,ok,ok,,2017-0140_2-6$1,,,,ok 2024-02-05,nvt,,
Sam,,meubels,bulk,2017-0140_3-6,niet-publiek,ok,GE - ok,,ok,ok,,2017-0140_3-6$1,,,,ok 2024-02-05,nvt,,
Sam,,meubels,bulk,2017-0140_4-6,niet-publiek,ok,GE - ok,,nieuwe foto > ok,ok,,2017-0140_4-6$1,,,,ok 2024-02-05,nvt,,
Sam,,meubels,bulk,2017-0140_5-6,niet-publiek,ok,GE - ok,,ok,ok,,2017-0140_5-6$1,,,,ok 2024-02-05,nvt,,
Sam,,meubels,bulk,2017-0140_6-6,niet-publiek,ok,GE - ok,,ok,ok,,2017-0140_6-6$1,,,,ok 2024-02-05,nvt,,
Sam,,meubels,enkelvoudig object,2017-0187,publiek,ok,GE - ok,,ok,ok,te klein?,2017-0187,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,2022-0012,publiek,ok,GE - ok,,ok,ok,,2022-0012$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,set,3452_0-2,publiek,ok,GE - ok,,ok,ok,,3452_0-2,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3452_1-2,niet-publiek,ok,GE - ok,,ok,ok,,3452_1-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3452_2-2,niet-publiek,ok,GE - ok,,ok,ok,,3452_2-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3471,publiek,ok,GE - ok,,ok,ok,,3471$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,set,3498_0-2,publiek,ok,GE - ok,,ok,ok,,3498_0-2,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3498_1-2,niet-publiek,ok,GE - ok,,ok,ok,,3498_1-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3498_2-2,niet-publiek,ok,GE - ok,,ok,ok,,3498_2-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3499,publiek,ok,GE - ok,,ok,ok,,3499,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3502,publiek,ok,GE - ok,,ok,ok,,3502$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3503,publiek,ok,GE - ok,,draaien,ok,,3503$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3504,publiek,ok,GE - ok,,ok,ok,,3504,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3505,publiek,ok,GE - ok,,ok,ok,,3505$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3506,publiek,ok,GE - ok,,ok,ok,,3506,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3507,niet-publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,,3507$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3508,niet-publiek,ok,GE - ok,,nieuw beeld te ontsluiten; ok,ok,,3508$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3509,publiek,ok,GE - ok,,ok,ok,,3509,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3510,publiek,ok,GE - ok,,ok,ok,te klein?,3510,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3511,publiek,ok,GE - ok,,ok,ok,te klein?,3511,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3512,publiek,ok,GE - ok,,ok,ok,,3512,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3513,publiek,ok,GE - ok,,ok,ok,te klein?,3513,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3514,publiek,ok,GE - ok,,ok,ok,,3514,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3800,publiek,ok,GE - ok,,ok,ok,,3800,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3801,publiek,ok,GE - ok,,ok,ok,,3801,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3802,publiek,ok,GE - ok,,ok,ok,,3802,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3803,publiek,ok,GE - ok,,ok,ok,,3803$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3804,publiek,ok,GE - ok,,ok,ok,,3804,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3806,publiek,ok,GE - ok,,ok,ok,,3806,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3807,publiek,ok,GE - ok,,ok,ok,,3807,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3808,publiek,ok,GE - ok,,ok,ok,,3808,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3810,publiek,ok,GE - ok,,draaien,ok,,3810,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3811,publiek,ok,GE - ok,,ok,ok,,3811,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3812,publiek,ok,GE - ok,,draaien,ok,,3812,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3813,publiek,ok,GE - ok,,ok,ok,,3813,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3814,publiek,ok,GE - ok,,draaien,ok,,3814,,,,ok 2023-05-12,ok 2023-05-12,,
Sam,,meubels,set,3815_0-2,publiek,ok,GE - ok,,draaien,ok,,3815_0-2,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3815_1-2,niet-publiek,ok,GE - ok,,draaien,ok,,3815_1-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3815_2-2,niet-publiek,ok,GE - ok,,draaien,ok,,3815_2-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3816,publiek,ok,GE - ok,,ok,ok,,3816,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3817,publiek,ok,GE - ok,,ok,ok,,3817$1,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3818,publiek,ok,GE - ok,,ok,ok,,3818,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3819,publiek,ok,GE - ok,,ok,ok,,3819,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3821,publiek,ok,GE - ok,,ok,ok,,3821,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3822,publiek,ok,GE - ok,,ok,ok,,3822,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,set,3823_0-6,publiek,ok,GE - ok,,ok,ok,,3823_0-6,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3823_1-6,niet-publiek,ok,GE - ok,,ok,ok,,3823_1-6,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3823_2-6,niet-publiek,ok,GE - ok,,ok,ok,,3823_2-6,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3823_3-6,niet-publiek,ok,GE - ok,,ok,ok,,3823_3-6,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3823_4-6,niet-publiek,ok,GE - ok,,ok,ok,,3823_4-6,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3823_5-6,niet-publiek,ok,GE - ok,,ok,ok,,3823_5-6,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3823_6-6,niet-publiek,ok,GE - ok,,ok,ok,,3823_6-6,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3824,publiek,ok,GE - ok,,ok,ok,te klein?,3824,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,set,3825_0-2,niet-publiek,ok,GE - ok,,ok,ok,,3825_0-2,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3825_1-2,niet-publiek,ok,GE - ok,,ok,ok,,3825_1-2$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,enkelvoudig object,3825_2-2,niet-publiek,ok,GE - ok,,ok,ok,,3825_2-2$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,set,3826,publiek,ok,GE - ok,,ok,ok,,3826,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3827,publiek,ok,GE - ok,,ok,ok,,3827,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3828,publiek,ok,GE - ok,,ok,ok,,3828,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3829,publiek,ok,GE - ok,,ok,ok,,3829,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3830,publiek,ok,GE - ok,,ok,ok,,3830,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3831,publiek,ok,GE - ok,,ok,ok,,3831,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3832,publiek,ok,GE - ok,,ok,ok,,3832,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3833,publiek,ok,GE - ok,,ok,ok,,3833,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3839,publiek,ok,GE - ok,,ok,ok,,3839,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3840,publiek,ok,GE - ok,,ok,ok,,3840,,,,ok 2023-02-01,ok 2023-02-01,,
Sam,,meubels,enkelvoudig object,3841,niet-publiek,ok,GE - ok,,ok,ok,,3841$1,,,,ok 2023-07-07,nvt,,
Sam,,meubels,set,3948_0-7,publiek,ok,GE/WA - ok,,ok,ok,,3948_0-7,,,,ok 2023-02-01,ok 2023-02-01,,JA
Sam,,meubels,enkelvoudig object,3948_1-7,niet-publiek,ok,GE/WA - ok,,ok,ok,,3948_1-7,,,,ok 2023-07-07,nvt,,JA
Sam,,meubels,enkelvoudig object,3948_2-7,niet-publiek,ok,GE/WA - ok,,ok,ok,,3948_2-7,,,,ok 2023-07-07,nvt,,JA
Sam,,meubels,enkelvoudig object,3948_3-7,niet-publiek,ok,GE/WA - ok,,ok,ok,,3948_3-7,,,,ok 2023-07-07,nvt,,JA
Sam,,meubels,enkelvoudig object,3948_4-7,niet-publiek,ok,GE/WA - ok,,ok,ok,,3948_4-7,,,,ok 2023-07-07,nvt,,JA
Sam,,meubels,enkelvoudig object,3948_5-7,niet-publiek,ok,GE/WA - ok,,ok,ok,,3948_5-7,,,,ok 2023-07-07,nvt,,JA
